,name,rating,reviews,salary,interviews,jobs,discription,years_old
472,Axis Bank,3.8,23.1k,98.7k,1.4k,114,Banking | 50k-1 Lakh Employees | Public | 31 years old | Mumbai +1334 more,31
473,Amazon,4.1,23k,1.3L,4.5k,147,Internet | 1 Lakh+ Employees | Public | 30 years old | Seattle +445 more,30
474,Concentrix Corporation,3.9,23k,1.1L,1.4k,56,IT Services & Consulting | 50k-1 Lakh Employees | Public | 41 years old | Fremont +125 more,41
475,Jio,3.9,20.9k,65.4k,1.5k,108,Telecom | 50k-1 Lakh Employees | Public | 6 years old | Navi Mumbai +1186 more,6
476,IBM,4.1,20.4k,2.2L,2.1k,2.4k,IT Services & Consulting | 1 Lakh+ Employees | Public | 113 years old | Armonk +151 more,113
477,Reliance Retail,3.9,20.2k,64.2k,1.4k,164,Retail | 1 Lakh+ Employees | 18 years old | Navi Mumbai +1023 more,18
478,HDB Financial Services,4.0,18.6k,50.2k,724,118,NBFC | 1 Lakh+ Employees | 17 years old | Ahmedabad +974 more,17
479,iEnergizer,4.7,18k,19.9k,414,44,BPO | 10k-50k Employees | 24 years old | Noida +31 more,24
480,TCS,3.7,79.6k,8.8L,9k,935,IT Services & Consulting | 1 Lakh+ Employees | Public | 56 years old | Mumbai +355 more,56
481,Accenture,4.0,49.6k,5.9L,6.7k,34.8k,IT Services & Consulting | 1 Lakh+ Employees | Public | 35 years old | Dublin +179 more,35
482,Cognizant,3.9,44.9k,5.8L,4.9k,426,IT Services & Consulting | 1 Lakh+ Employees | Forbes Global 2000 | 30 years old | Teaneck. New Jersey. +176 more,30
483,Wipro,3.8,42.7k,4.4L,4.8k,156,IT Services & Consulting | 1 Lakh+ Employees | Public | 79 years old | Bangalore/Bengaluru +283 more,79
484,Capgemini,3.8,36.7k,4.4L,4.1k,1.5k,IT Services & Consulting | 1 Lakh+ Employees | Public | 57 years old | Paris +145 more,57
485,HDFC Bank,3.9,35.7k,1.4L,1.9k,174,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1580 more,30
486,ICICI Bank,4.0,35.1k,1.5L,2.3k,46,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1310 more,30
487,Infosys,3.8,34.5k,4.8L,6.6k,1.1k,IT Services & Consulting | 1 Lakh+ Employees | Public | 43 years old | Bengaluru/Bangalore +187 more,43
488,HCLTech,3.6,31.7k,3.2L,3.3k,191,IT Services & Consulting | 1 Lakh+ Employees | Public | 33 years old | Noida +195 more,33
489,Tech Mahindra,3.6,31.7k,2.7L,3.4k,542,IT Services & Consulting | 1 Lakh+ Employees | Public | 38 years old | Pune +283 more,38
490,Genpact,3.9,28.4k,2L,2.7k,352,IT Services & Consulting | 1 Lakh+ Employees | Public | 27 years old | New York +121 more,27
491,Teleperformance,3.9,24.9k,87.8k,1.6k,191,BPO | 50k-1 Lakh Employees | Forbes Global 2000 | 46 years old | Paris +197 more,46
492,Axis Bank,3.8,23.1k,98.7k,1.4k,114,Banking | 50k-1 Lakh Employees | Public | 31 years old | Mumbai +1334 more,31
493,Amazon,4.1,23k,1.3L,4.5k,147,Internet | 1 Lakh+ Employees | Public | 30 years old | Seattle +445 more,30
494,Concentrix Corporation,3.9,23k,1.1L,1.4k,56,IT Services & Consulting | 50k-1 Lakh Employees | Public | 41 years old | Fremont +125 more,41
495,Jio,3.9,20.9k,65.4k,1.5k,108,Telecom | 50k-1 Lakh Employees | Public | 6 years old | Navi Mumbai +1186 more,6
496,IBM,4.1,20.4k,2.2L,2.1k,2.4k,IT Services & Consulting | 1 Lakh+ Employees | Public | 113 years old | Armonk +151 more,113
497,Reliance Retail,3.9,20.2k,64.2k,1.4k,164,Retail | 1 Lakh+ Employees | 18 years old | Navi Mumbai +1023 more,18
498,HDB Financial Services,4.0,18.6k,50.2k,724,118,NBFC | 1 Lakh+ Employees | 17 years old | Ahmedabad +974 more,17
499,iEnergizer,4.7,18k,19.9k,414,44,BPO | 10k-50k Employees | 24 years old | Noida +31 more,24
500,TCS,3.7,79.6k,8.8L,9k,935,IT Services & Consulting | 1 Lakh+ Employees | Public | 56 years old | Mumbai +355 more,56
501,Accenture,4.0,49.6k,5.9L,6.7k,34.8k,IT Services & Consulting | 1 Lakh+ Employees | Public | 35 years old | Dublin +179 more,35
502,Cognizant,3.9,44.9k,5.8L,4.9k,426,IT Services & Consulting | 1 Lakh+ Employees | Forbes Global 2000 | 30 years old | Teaneck. New Jersey. +176 more,30
503,Wipro,3.8,42.7k,4.4L,4.8k,156,IT Services & Consulting | 1 Lakh+ Employees | Public | 79 years old | Bangalore/Bengaluru +283 more,79
504,Capgemini,3.8,36.7k,4.4L,4.1k,1.5k,IT Services & Consulting | 1 Lakh+ Employees | Public | 57 years old | Paris +145 more,57
505,HDFC Bank,3.9,35.7k,1.4L,1.9k,174,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1580 more,30
506,ICICI Bank,4.0,35.1k,1.5L,2.3k,46,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1310 more,30
507,Infosys,3.8,34.5k,4.8L,6.6k,1.1k,IT Services & Consulting | 1 Lakh+ Employees | Public | 43 years old | Bengaluru/Bangalore +187 more,43
508,HCLTech,3.6,31.7k,3.2L,3.3k,191,IT Services & Consulting | 1 Lakh+ Employees | Public | 33 years old | Noida +195 more,33
509,Tech Mahindra,3.6,31.7k,2.7L,3.4k,542,IT Services & Consulting | 1 Lakh+ Employees | Public | 38 years old | Pune +283 more,38
510,Genpact,3.9,28.4k,2L,2.7k,352,IT Services & Consulting | 1 Lakh+ Employees | Public | 27 years old | New York +121 more,27
511,Teleperformance,3.9,24.9k,87.8k,1.6k,191,BPO | 50k-1 Lakh Employees | Forbes Global 2000 | 46 years old | Paris +197 more,46
512,Axis Bank,3.8,23.1k,98.7k,1.4k,114,Banking | 50k-1 Lakh Employees | Public | 31 years old | Mumbai +1334 more,31
513,Amazon,4.1,23k,1.3L,4.5k,147,Internet | 1 Lakh+ Employees | Public | 30 years old | Seattle +445 more,30
514,Concentrix Corporation,3.9,23k,1.1L,1.4k,56,IT Services & Consulting | 50k-1 Lakh Employees | Public | 41 years old | Fremont +125 more,41
515,Jio,3.9,20.9k,65.4k,1.5k,108,Telecom | 50k-1 Lakh Employees | Public | 6 years old | Navi Mumbai +1186 more,6
516,IBM,4.1,20.4k,2.2L,2.1k,2.4k,IT Services & Consulting | 1 Lakh+ Employees | Public | 113 years old | Armonk +151 more,113
517,Reliance Retail,3.9,20.2k,64.2k,1.4k,164,Retail | 1 Lakh+ Employees | 18 years old | Navi Mumbai +1023 more,18
518,HDB Financial Services,4.0,18.6k,50.2k,724,118,NBFC | 1 Lakh+ Employees | 17 years old | Ahmedabad +974 more,17
519,iEnergizer,4.7,18k,19.9k,414,44,BPO | 10k-50k Employees | 24 years old | Noida +31 more,24
520,TCS,3.7,79.6k,8.8L,9k,935,IT Services & Consulting | 1 Lakh+ Employees | Public | 56 years old | Mumbai +355 more,56
521,Accenture,4.0,49.6k,5.9L,6.7k,34.8k,IT Services & Consulting | 1 Lakh+ Employees | Public | 35 years old | Dublin +179 more,35
522,Cognizant,3.9,44.9k,5.8L,4.9k,426,IT Services & Consulting | 1 Lakh+ Employees | Forbes Global 2000 | 30 years old | Teaneck. New Jersey. +176 more,30
523,Wipro,3.8,42.7k,4.4L,4.8k,156,IT Services & Consulting | 1 Lakh+ Employees | Public | 79 years old | Bangalore/Bengaluru +283 more,79
524,Capgemini,3.8,36.7k,4.4L,4.1k,1.5k,IT Services & Consulting | 1 Lakh+ Employees | Public | 57 years old | Paris +145 more,57
525,HDFC Bank,3.9,35.7k,1.4L,1.9k,174,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1580 more,30
526,ICICI Bank,4.0,35.1k,1.5L,2.3k,46,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1310 more,30
527,Infosys,3.8,34.5k,4.8L,6.6k,1.1k,IT Services & Consulting | 1 Lakh+ Employees | Public | 43 years old | Bengaluru/Bangalore +187 more,43
528,HCLTech,3.6,31.7k,3.2L,3.3k,191,IT Services & Consulting | 1 Lakh+ Employees | Public | 33 years old | Noida +195 more,33
529,Tech Mahindra,3.6,31.7k,2.7L,3.4k,542,IT Services & Consulting | 1 Lakh+ Employees | Public | 38 years old | Pune +283 more,38
530,Genpact,3.9,28.4k,2L,2.7k,352,IT Services & Consulting | 1 Lakh+ Employees | Public | 27 years old | New York +121 more,27
531,Teleperformance,3.9,24.9k,87.8k,1.6k,191,BPO | 50k-1 Lakh Employees | Forbes Global 2000 | 46 years old | Paris +197 more,46
532,Axis Bank,3.8,23.1k,98.7k,1.4k,114,Banking | 50k-1 Lakh Employees | Public | 31 years old | Mumbai +1334 more,31
533,Amazon,4.1,23k,1.3L,4.5k,147,Internet | 1 Lakh+ Employees | Public | 30 years old | Seattle +445 more,30
534,Concentrix Corporation,3.9,23k,1.1L,1.4k,56,IT Services & Consulting | 50k-1 Lakh Employees | Public | 41 years old | Fremont +125 more,41
535,Jio,3.9,20.9k,65.4k,1.5k,108,Telecom | 50k-1 Lakh Employees | Public | 6 years old | Navi Mumbai +1186 more,6
536,IBM,4.1,20.4k,2.2L,2.1k,2.4k,IT Services & Consulting | 1 Lakh+ Employees | Public | 113 years old | Armonk +151 more,113
537,Reliance Retail,3.9,20.2k,64.2k,1.4k,164,Retail | 1 Lakh+ Employees | 18 years old | Navi Mumbai +1023 more,18
538,HDB Financial Services,4.0,18.6k,50.2k,724,118,NBFC | 1 Lakh+ Employees | 17 years old | Ahmedabad +974 more,17
539,iEnergizer,4.7,18k,19.9k,414,44,BPO | 10k-50k Employees | 24 years old | Noida +31 more,24
540,TCS,3.7,79.6k,8.8L,9k,935,IT Services & Consulting | 1 Lakh+ Employees | Public | 56 years old | Mumbai +355 more,56
541,Accenture,4.0,49.6k,5.9L,6.7k,34.8k,IT Services & Consulting | 1 Lakh+ Employees | Public | 35 years old | Dublin +179 more,35
542,Cognizant,3.9,44.9k,5.8L,4.9k,426,IT Services & Consulting | 1 Lakh+ Employees | Forbes Global 2000 | 30 years old | Teaneck. New Jersey. +176 more,30
543,Wipro,3.8,42.7k,4.4L,4.8k,156,IT Services & Consulting | 1 Lakh+ Employees | Public | 79 years old | Bangalore/Bengaluru +283 more,79
544,Capgemini,3.8,36.7k,4.4L,4.1k,1.5k,IT Services & Consulting | 1 Lakh+ Employees | Public | 57 years old | Paris +145 more,57
545,HDFC Bank,3.9,35.7k,1.4L,1.9k,174,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1580 more,30
546,ICICI Bank,4.0,35.1k,1.5L,2.3k,46,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1310 more,30
547,Infosys,3.8,34.5k,4.8L,6.6k,1.1k,IT Services & Consulting | 1 Lakh+ Employees | Public | 43 years old | Bengaluru/Bangalore +187 more,43
548,HCLTech,3.6,31.7k,3.2L,3.3k,191,IT Services & Consulting | 1 Lakh+ Employees | Public | 33 years old | Noida +195 more,33
549,Tech Mahindra,3.6,31.7k,2.7L,3.4k,542,IT Services & Consulting | 1 Lakh+ Employees | Public | 38 years old | Pune +283 more,38
550,Genpact,3.9,28.4k,2L,2.7k,352,IT Services & Consulting | 1 Lakh+ Employees | Public | 27 years old | New York +121 more,27
551,Teleperformance,3.9,24.9k,87.8k,1.6k,191,BPO | 50k-1 Lakh Employees | Forbes Global 2000 | 46 years old | Paris +197 more,46
552,Axis Bank,3.8,23.1k,98.7k,1.4k,114,Banking | 50k-1 Lakh Employees | Public | 31 years old | Mumbai +1334 more,31
553,Amazon,4.1,23k,1.3L,4.5k,147,Internet | 1 Lakh+ Employees | Public | 30 years old | Seattle +445 more,30
554,Concentrix Corporation,3.9,23k,1.1L,1.4k,56,IT Services & Consulting | 50k-1 Lakh Employees | Public | 41 years old | Fremont +125 more,41
555,Jio,3.9,20.9k,65.4k,1.5k,108,Telecom | 50k-1 Lakh Employees | Public | 6 years old | Navi Mumbai +1186 more,6
556,IBM,4.1,20.4k,2.2L,2.1k,2.4k,IT Services & Consulting | 1 Lakh+ Employees | Public | 113 years old | Armonk +151 more,113
557,Reliance Retail,3.9,20.2k,64.2k,1.4k,164,Retail | 1 Lakh+ Employees | 18 years old | Navi Mumbai +1023 more,18
558,HDB Financial Services,4.0,18.6k,50.2k,724,118,NBFC | 1 Lakh+ Employees | 17 years old | Ahmedabad +974 more,17
559,iEnergizer,4.7,18k,19.9k,414,44,BPO | 10k-50k Employees | 24 years old | Noida +31 more,24
560,TCS,3.7,79.6k,8.8L,9k,935,IT Services & Consulting | 1 Lakh+ Employees | Public | 56 years old | Mumbai +355 more,56
561,Accenture,4.0,49.6k,5.9L,6.7k,34.8k,IT Services & Consulting | 1 Lakh+ Employees | Public | 35 years old | Dublin +179 more,35
562,Cognizant,3.9,44.9k,5.8L,4.9k,426,IT Services & Consulting | 1 Lakh+ Employees | Forbes Global 2000 | 30 years old | Teaneck. New Jersey. +176 more,30
563,Wipro,3.8,42.7k,4.4L,4.8k,156,IT Services & Consulting | 1 Lakh+ Employees | Public | 79 years old | Bangalore/Bengaluru +283 more,79
564,Capgemini,3.8,36.7k,4.4L,4.1k,1.5k,IT Services & Consulting | 1 Lakh+ Employees | Public | 57 years old | Paris +145 more,57
565,HDFC Bank,3.9,35.7k,1.4L,1.9k,174,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1580 more,30
566,ICICI Bank,4.0,35.1k,1.5L,2.3k,46,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1310 more,30
567,Infosys,3.8,34.5k,4.8L,6.6k,1.1k,IT Services & Consulting | 1 Lakh+ Employees | Public | 43 years old | Bengaluru/Bangalore +187 more,43
568,HCLTech,3.6,31.7k,3.2L,3.3k,191,IT Services & Consulting | 1 Lakh+ Employees | Public | 33 years old | Noida +195 more,33
569,Tech Mahindra,3.6,31.7k,2.7L,3.4k,542,IT Services & Consulting | 1 Lakh+ Employees | Public | 38 years old | Pune +283 more,38
570,Genpact,3.9,28.4k,2L,2.7k,352,IT Services & Consulting | 1 Lakh+ Employees | Public | 27 years old | New York +121 more,27
571,Teleperformance,3.9,24.9k,87.8k,1.6k,191,BPO | 50k-1 Lakh Employees | Forbes Global 2000 | 46 years old | Paris +197 more,46
572,Axis Bank,3.8,23.1k,98.7k,1.4k,114,Banking | 50k-1 Lakh Employees | Public | 31 years old | Mumbai +1334 more,31
573,Amazon,4.1,23k,1.3L,4.5k,147,Internet | 1 Lakh+ Employees | Public | 30 years old | Seattle +445 more,30
574,Concentrix Corporation,3.9,23k,1.1L,1.4k,56,IT Services & Consulting | 50k-1 Lakh Employees | Public | 41 years old | Fremont +125 more,41
575,Jio,3.9,20.9k,65.4k,1.5k,108,Telecom | 50k-1 Lakh Employees | Public | 6 years old | Navi Mumbai +1186 more,6
576,IBM,4.1,20.4k,2.2L,2.1k,2.4k,IT Services & Consulting | 1 Lakh+ Employees | Public | 113 years old | Armonk +151 more,113
577,Reliance Retail,3.9,20.2k,64.2k,1.4k,164,Retail | 1 Lakh+ Employees | 18 years old | Navi Mumbai +1023 more,18
578,HDB Financial Services,4.0,18.6k,50.2k,724,118,NBFC | 1 Lakh+ Employees | 17 years old | Ahmedabad +974 more,17
579,iEnergizer,4.7,18k,19.9k,414,44,BPO | 10k-50k Employees | 24 years old | Noida +31 more,24
580,TCS,3.7,79.6k,8.8L,9k,935,IT Services & Consulting | 1 Lakh+ Employees | Public | 56 years old | Mumbai +355 more,56
581,Accenture,4.0,49.6k,5.9L,6.7k,34.8k,IT Services & Consulting | 1 Lakh+ Employees | Public | 35 years old | Dublin +179 more,35
582,Cognizant,3.9,44.9k,5.8L,4.9k,426,IT Services & Consulting | 1 Lakh+ Employees | Forbes Global 2000 | 30 years old | Teaneck. New Jersey. +176 more,30
583,Wipro,3.8,42.7k,4.4L,4.8k,156,IT Services & Consulting | 1 Lakh+ Employees | Public | 79 years old | Bangalore/Bengaluru +283 more,79
584,Capgemini,3.8,36.7k,4.4L,4.1k,1.5k,IT Services & Consulting | 1 Lakh+ Employees | Public | 57 years old | Paris +145 more,57
585,HDFC Bank,3.9,35.7k,1.4L,1.9k,174,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1580 more,30
586,ICICI Bank,4.0,35.1k,1.5L,2.3k,46,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1310 more,30
587,Infosys,3.8,34.5k,4.8L,6.6k,1.1k,IT Services & Consulting | 1 Lakh+ Employees | Public | 43 years old | Bengaluru/Bangalore +187 more,43
588,HCLTech,3.6,31.7k,3.2L,3.3k,191,IT Services & Consulting | 1 Lakh+ Employees | Public | 33 years old | Noida +195 more,33
589,Tech Mahindra,3.6,31.7k,2.7L,3.4k,542,IT Services & Consulting | 1 Lakh+ Employees | Public | 38 years old | Pune +283 more,38
590,Genpact,3.9,28.4k,2L,2.7k,352,IT Services & Consulting | 1 Lakh+ Employees | Public | 27 years old | New York +121 more,27
591,Teleperformance,3.9,24.9k,87.8k,1.6k,191,BPO | 50k-1 Lakh Employees | Forbes Global 2000 | 46 years old | Paris +197 more,46
592,Axis Bank,3.8,23.1k,98.7k,1.4k,114,Banking | 50k-1 Lakh Employees | Public | 31 years old | Mumbai +1334 more,31
593,Amazon,4.1,23k,1.3L,4.5k,147,Internet | 1 Lakh+ Employees | Public | 30 years old | Seattle +445 more,30
594,Concentrix Corporation,3.9,23k,1.1L,1.4k,56,IT Services & Consulting | 50k-1 Lakh Employees | Public | 41 years old | Fremont +125 more,41
595,Jio,3.9,20.9k,65.4k,1.5k,108,Telecom | 50k-1 Lakh Employees | Public | 6 years old | Navi Mumbai +1186 more,6
596,IBM,4.1,20.4k,2.2L,2.1k,2.4k,IT Services & Consulting | 1 Lakh+ Employees | Public | 113 years old | Armonk +151 more,113
597,Reliance Retail,3.9,20.2k,64.2k,1.4k,164,Retail | 1 Lakh+ Employees | 18 years old | Navi Mumbai +1023 more,18
598,HDB Financial Services,4.0,18.6k,50.2k,724,118,NBFC | 1 Lakh+ Employees | 17 years old | Ahmedabad +974 more,17
599,iEnergizer,4.7,18k,19.9k,414,44,BPO | 10k-50k Employees | 24 years old | Noida +31 more,24
600,TCS,3.7,79.6k,8.8L,9k,935,IT Services & Consulting | 1 Lakh+ Employees | Public | 56 years old | Mumbai +355 more,56
601,Accenture,4.0,49.6k,5.9L,6.7k,34.8k,IT Services & Consulting | 1 Lakh+ Employees | Public | 35 years old | Dublin +179 more,35
602,Cognizant,3.9,44.9k,5.8L,4.9k,426,IT Services & Consulting | 1 Lakh+ Employees | Forbes Global 2000 | 30 years old | Teaneck. New Jersey. +176 more,30
603,Wipro,3.8,42.7k,4.4L,4.8k,156,IT Services & Consulting | 1 Lakh+ Employees | Public | 79 years old | Bangalore/Bengaluru +283 more,79
604,Capgemini,3.8,36.7k,4.4L,4.1k,1.5k,IT Services & Consulting | 1 Lakh+ Employees | Public | 57 years old | Paris +145 more,57
605,HDFC Bank,3.9,35.7k,1.4L,1.9k,174,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1580 more,30
606,ICICI Bank,4.0,35.1k,1.5L,2.3k,46,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1310 more,30
607,Infosys,3.8,34.5k,4.8L,6.6k,1.1k,IT Services & Consulting | 1 Lakh+ Employees | Public | 43 years old | Bengaluru/Bangalore +187 more,43
608,HCLTech,3.6,31.7k,3.2L,3.3k,191,IT Services & Consulting | 1 Lakh+ Employees | Public | 33 years old | Noida +195 more,33
609,Tech Mahindra,3.6,31.7k,2.7L,3.4k,542,IT Services & Consulting | 1 Lakh+ Employees | Public | 38 years old | Pune +283 more,38
610,Genpact,3.9,28.4k,2L,2.7k,352,IT Services & Consulting | 1 Lakh+ Employees | Public | 27 years old | New York +121 more,27
611,Teleperformance,3.9,24.9k,87.8k,1.6k,191,BPO | 50k-1 Lakh Employees | Forbes Global 2000 | 46 years old | Paris +197 more,46
612,Axis Bank,3.8,23.1k,98.7k,1.4k,114,Banking | 50k-1 Lakh Employees | Public | 31 years old | Mumbai +1334 more,31
613,Amazon,4.1,23k,1.3L,4.5k,147,Internet | 1 Lakh+ Employees | Public | 30 years old | Seattle +445 more,30
614,Concentrix Corporation,3.9,23k,1.1L,1.4k,56,IT Services & Consulting | 50k-1 Lakh Employees | Public | 41 years old | Fremont +125 more,41
615,Jio,3.9,20.9k,65.4k,1.5k,108,Telecom | 50k-1 Lakh Employees | Public | 6 years old | Navi Mumbai +1186 more,6
616,IBM,4.1,20.4k,2.2L,2.1k,2.4k,IT Services & Consulting | 1 Lakh+ Employees | Public | 113 years old | Armonk +151 more,113
617,Reliance Retail,3.9,20.2k,64.2k,1.4k,164,Retail | 1 Lakh+ Employees | 18 years old | Navi Mumbai +1023 more,18
618,HDB Financial Services,4.0,18.6k,50.2k,724,118,NBFC | 1 Lakh+ Employees | 17 years old | Ahmedabad +974 more,17
619,iEnergizer,4.7,18k,19.9k,414,44,BPO | 10k-50k Employees | 24 years old | Noida +31 more,24
620,TCS,3.7,79.6k,8.8L,9k,935,IT Services & Consulting | 1 Lakh+ Employees | Public | 56 years old | Mumbai +355 more,56
621,Accenture,4.0,49.6k,5.9L,6.7k,34.8k,IT Services & Consulting | 1 Lakh+ Employees | Public | 35 years old | Dublin +179 more,35
622,Cognizant,3.9,44.9k,5.8L,4.9k,426,IT Services & Consulting | 1 Lakh+ Employees | Forbes Global 2000 | 30 years old | Teaneck. New Jersey. +176 more,30
623,Wipro,3.8,42.7k,4.4L,4.8k,156,IT Services & Consulting | 1 Lakh+ Employees | Public | 79 years old | Bangalore/Bengaluru +283 more,79
624,Capgemini,3.8,36.7k,4.4L,4.1k,1.5k,IT Services & Consulting | 1 Lakh+ Employees | Public | 57 years old | Paris +145 more,57
625,HDFC Bank,3.9,35.7k,1.4L,1.9k,174,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1580 more,30
626,ICICI Bank,4.0,35.1k,1.5L,2.3k,46,Banking | 1 Lakh+ Employees | Public | 30 years old | Mumbai +1310 more,30
627,Infosys,3.8,34.5k,4.8L,6.6k,1.1k,IT Services & Consulting | 1 Lakh+ Employees | Public | 43 years old | Bengaluru/Bangalore +187 more,43
628,HCLTech,3.6,31.7k,3.2L,3.3k,191,IT Services & Consulting | 1 Lakh+ Employees | Public | 33 years old | Noida +195 more,33
629,Tech Mahindra,3.6,31.7k,2.7L,3.4k,542,IT Services & Consulting | 1 Lakh+ Employees | Public | 38 years old | Pune +283 more,38
630,Genpact,3.9,28.4k,2L,2.7k,352,IT Services & Consulting | 1 Lakh+ Employees | Public | 27 years old | New York +121 more,27
631,Teleperformance,3.9,24.9k,87.8k,1.6k,191,BPO | 50k-1 Lakh Employees | Forbes Global 2000 | 46 years old | Paris +197 more,46
632,Axis Bank,3.8,23.1k,98.7k,1.4k,114,Banking | 50k-1 Lakh Employees | Public | 31 years old | Mumbai +1334 more,31
633,Amazon,4.1,23k,1.3L,4.5k,147,Internet | 1 Lakh+ Employees | Public | 30 years old | Seattle +445 more,30
634,Concentrix Corporation,3.9,23k,1.1L,1.4k,56,IT Services & Consulting | 50k-1 Lakh Employees | Public | 41 years old | Fremont +125 more,41
635,Jio,3.9,20.9k,65.4k,1.5k,108,Telecom | 50k-1 Lakh Employees | Public | 6 years old | Navi Mumbai +1186 more,6
636,IBM,4.1,20.4k,2.2L,2.1k,2.4k,IT Services & Consulting | 1 Lakh+ Employees | Public | 113 years old | Armonk +151 more,113
637,Reliance Retail,3.9,20.2k,64.2k,1.4k,164,Retail | 1 Lakh+ Employees | 18 years old | Navi Mumbai +1023 more,18
638,HDB Financial Services,4.0,18.6k,50.2k,724,118,NBFC | 1 Lakh+ Employees | 17 years old | Ahmedabad +974 more,17
639,iEnergizer,4.7,18k,19.9k,414,44,BPO | 10k-50k Employees | 24 years old | Noida +31 more,24
640,TCS,3.7,79.6k,8.8L,9k,935,IT Services & Consulting | 1 Lakh+ Employees | Public | 56 years old | Mumbai +355 more,56
